Wareham 	Town 	Plymouth 	Open town meeting 	23,303 	46.3 	35.8 	1739 	
Warren 	Town 	Worcester 	Open town meeting 	4,975 	27.6 	27.5 	1742 	
Warwick 	Town 	Franklin 	Open town meeting 	780 	37.6 	37.3 	1763 	
Washington 	Town 	Berkshire 	Open town meeting 	494 	38.8 	38 	1777 	
Watertown 	City[4] 	Middlesex 	Council-manager 	35,329 	4.1 	4.0 	1630 	
Wayland 	Town 	Middlesex 	Open town meeting 	13,943 	15.9 	15.2 	1780 	
Webster 	Town 	Worcester 	Open town meeting 	17,776 	14.5 	12.5 	1832 	
Wellesley 	Town 	Norfolk 	Representative town meeting 	29,550 	10.5 	10.2 	1881 	
Wellfleet 	Town 	Barnstable 	Open town meeting 	3,566 	35.4 	19.8 	1775 	
Wendell 	Town 	Franklin 	Open town meeting 	924 	32.2 	31.9 	1781 	
Wenham 	Town 	Essex 	Open town meeting 	4,979 	8.1 	7.6 	1643 	
West Boylston 	Town 	Worcester 	Open town meeting 	7,877 	13.8 	12.9 	1808 	
West Bridgewater 	Town 	Plymouth 	Open town meeting 	7,707 	15.7 	15.3 	1822 	
West Brookfield 	Town 	Worcester 	Open town meeting 	3,833 	21.1 	20.5 	1848 	
West Newbury 	Town 	Essex 	Open town meeting 	4,500 	14.7 	13.4 	1819 	
West Springfield 	City[4] 	Hampden 	Mayor-council 	28,835 	17.5 	16.7 	1774 	Although it is a city, the official name is Town of West Springfield
West Stockbridge 	Town 	Berkshire 	Open town meeting 	1,343 	18.7 	18.5 	1775 	
West Tisbury 	Town 	Dukes 	Open town meeting 	3,555 	41.8 	25.0 	1892 	
Westborough 	Town 	Worcester 	Open town meeting 	21,567 	21.6 	20.5 	1717 	
Westfield 	City 	Hampden 	Mayor-council 	40,834 	47.3 	46.3 	1669 	
Westford 	Town 	Middlesex 	Open town meeting 	24,643 	31.3 	30.6 	1729 	
Westhampton 	Town 	Hampshire 	Open town meeting 	1,622 	27.4 	27.2 	1778 	
Westminster 	Town 	Worcester 	Open town meeting 	8,213 	37.3 	35.3 	1770 	
Weston 	Town 	Middlesex 	Open town meeting 	11,851 	17.3 	17.0 	1713 	
Westport 	Town 	Bristol 	Open town meeting 	16,339 	64.4 	50.1 	1787 	
Westwood 	Town 	Norfolk 	Open town meeting 	16,266 	11.1 	11.0 	1897 	
Weymouth 	City[4] 	Norfolk 	Mayor-council 	57,437 	21.6 	16.8 	1635 	Although it is a city, the official name is Town of Weymouth
Whately 	Town 	Franklin 	Open town meeting 	1,607 	20.7 	20.2 	1771 	
Whitman 	Town 	Plymouth 	Open town meeting 	15,121 	7.1 	7.0 	1875 	
Wilbraham 	Town 	Hampden 	Open town meeting 	14,613 	22.4 	22.2 	1763 	
Williamsburg 	Town 	Hampshire 	Open town meeting 	2,504 	25.7 	25.6 	1775 	
Williamstown 	Town 	Berkshire 	Open town meeting 	7,513 	46.9 	46.8 	1765 	
Wilmington 	Town 	Middlesex 	Open town meeting 	23,349 	17.2 	17.1 	1730 	
Winchendon 	Town 	Worcester 	Open town meeting 	10,364 	44.1 	43.3 	1764 	
Winchester 	Town 	Middlesex 	Representative town meeting 	22,970 	6.3 	6.0 	1850 	
Windsor 	Town 	Berkshire 	Open town meeting 	831 	35.2 	35.0 	1771 	
Winthrop 	City[4] 	Suffolk 	Council-manager 	19,316 	8.3 	2.0 	1852 	Although it is a city, the official name is Town of Winthrop
Woburn 	City 	Middlesex 	Mayor-aldermen 	40,876 	12.9 	12.7 	1642 	
Worcester † 	City 	Worcester 	Mayor-manager-council 	206,518 	38.5 	37.4 	1684 	
Worthington 	Town 	Hampshire 	Open town meeting 	1,193 	32.1 	31.9 	1768 	
Wrentham 	Town 	Norfolk 	Open town meeting 	12,178 	22.9 	22.2 	1673 	
Yarmouth 	Town 	Barnstable 	Open town meeting 	25,023 	28.2 	24.1 	1639 	
